IdMesta,Naziv
734845,Крушево
734853,Кучин
734861,Лучице
734870,Матаруге
734888,Међани
734896,Мијани
734900,Мијоска
734918,Милаковићи
734926,Милешево
734934,Милошев До
734942,Миљевићи
734969,Мрчковина
734977,Мушковина
734985,Ораовац
734993,Орашац
735019,Осоје
735027,Оштра Стијена
735035,Поткрш
735043,Поток
735051,Правошево
735060,Прањци
735078,Пријепоље
735086,Расно
735094,Ратајска
735108,Седобро
735116,Сељане
735124,Сељашница
735132,Скокуће
735159,Слатина
735167,Сопотница
735175,Ташево
735183,Хисарџик
735191,Хрта
735205,Црквени Тоци
735213,Чадиње
735221,Чаушевићи
735230,Џурово
735248,Арбанашка
735256,Бабин Поток
735264,Баботинац
735272,Бајчинце
735299,Балиновац
735302,Балчак
735329,Баце
735337,Бела Вода
735345,Бели Камен
735353,Белогош
735361,Белољин
735370,Бериље
735388,Богујевац
735396,Бреговина
735400,Бресник
735418,Бресничић
735426,Бублица
735434,Букулорам
735442,Булатовац
735469,Бучинце
735477,Велика Плана
735485,Видовача
735493,Вича
735507,Власово
735515,Водице
735523,Гласовик
735531,Гојиновац
735540,Горња Бејашница
735558,Горња Бресница
735566,Горња Коњуша
735574,Горња Речица
735582,Горња Стражава
735604,Горња Топоница
735612,Горња Трнава
735639,Горње Кординце
735647,Горњи Статовац
735655,Грабовац
735663,Губетин
735671,Добротић
735680,Доња Бејашница
735698,Доња Бресница
735701,Доња Коњуша
735710,Доња Речица
735728,Доња Стражава
735736,Доња Топоница
735744,Доња Трнава
735752,Доње Кординце
735779,Доњи Статовац
735787,Драги Део
735795,Дреновац
735809,Ђуровац
735817,Ђушница
735825,Житни Поток
735833,Здравиње
735841,Злата
735850,Јабучево
735868,Јовине Ливаде
735876,Југовац
735884,Калудра
735892,Клисурица
735906,Кожинце
735914,Кончић
735922,Конџељ
735949,Костеница
735957,Крњи Град
735965,Крушевица
735973,Мађере
735981,Мала Плана
735990,Мачина
736007,Меровац
736015,Микуловац
736023,Миљковица
736031,Мрљак
736040,Мршељ
736058,Нова Божурна
736066,Нови Ђуровац
736074,Ново Село
736082,Обртинце
736104,Пасјача
736112,Пашинац
736139,Пестиш
736147,Петровац
736155,Пискаље
736163,Плочник
736171,Поточић
736180,Прекадин
736198,Прекашница
736201,Прекопуце
736210,Прокупље
736228,Ранкова Река
736236,Растовница
736244,Ргаје
736252,Рељинац
736279,Ресинац
736287,Селиште
736295,Смрдан
736309,Средњи Статовац
736317,Стари Ђуровац
736325,Старо Село
736333,Товрљане
736341,Трнови Лаз
736350,Туларе
736368,Ћуковац
736376,Џигољ
736384,Шевиш
736392,Широке Њиве
736406,Шишмановац
736414,Браљина
736422,Варош
736449,Витошевац
736457,Грабово
736465,Липовац
736473,Мађере
736481,Малетина
736490,Маћија
736503,Нови Брачин
736511,Пардик
736520,Подгорац
736538,Послон
736546,Прасковче
736554,Претрковац
736562,Ражањ
736589,Рујиште
736597,Скорица
736619,Смиловац
736627,Стари Брачин
736635,Церово
736643,Црни Као
736651,Чубура
736660,Шетка
736678,Адровац
736686,Борци
736694,Бошњане
736708,Велико Крчмаре
736716,Вишевац
736724,Војиновац
736732,Вучић
736759,Доња Рача
736767,Доње Јарушице
736775,Ђурђево
736783,Мало Крчмаре
736791,Мирашевац
736805,Поповић
736813,Рача
736821,Сараново
736830,Сепци
736848,Сипић
736856,Трска
736864,Бадањ
736872,Баљевац
736899,Бела Стена
736902,Бело Поље
736929,Беоци
736937,Биљановац
736945,Биниће
736953,Биочин
736961,Боровиће
736970,Боће
736988,Брвеник
736996,Брвеник Насеље
737003,Брвеница
737011,Варево
737020,Војмиловићи
737038,Вртине
737046,Гњилица
737054,Гостирадиће
737062,Градац
737089,Драганићи
737097,Жерађе
737119,Жутице
737127,Зарево
737135,Јошаничка Бања
737143,Казновиће
737151,Карадак
737160,Ковачи
737178,Копаоник
737186,Корлаће
737194,Кравиће
737208,Кремиће
737216,Крушевица
737224,Курићи
737232,Кућане
737259,Лисина
737267,Луково
737275,Милатковиће
737283,Муре
737291,Ново Село
737305,Носољин
737313,Орахово
737321,Павлица
737330,Панојевиће
737348,Пискања
737356,Плавково
737364,Плешин
737372,Побрђе
737399,Покрвеник
737402,Поцесје
737429,Радошиће
737437,Раковац
737445,Рашка
737453,Рвати
737461,Рудница
737470,Себимиље
737488,Семетеш
737496,Супње
737500,Тиоџе
737518,Трнава
737526,Црна Глава
737534,Шипачина
737542,Баре
737569,Белушић
737577,Беочић
737585,Богалинац
737593,Брајиновац
737607,Велика Крушевица
737615,Вукмановац
737623,Доброселица
737631,Драгово
737640,Жупањевац
737658,Кавадар
737666,Каленићки Прњавор
737674,Калудра
737682,Комаране
737704,Лепојевић
737712,Ломница
737739,Лоћика
737747,Малешево
737755,Мотрић
737763,Надрље
737771,Опарић
737780,Превешт
737798,Рабеновац
737801,Ратковић
737810,Рековац
737828,Секурич
737836,Сибница
737844,Сиљевица
737852,Течић
737879,Урсуле
737887,Цикот
737895,Шљивица
737909,Багрдан
737917,Белица
737925,Бресје
737933,Буковче
737941,Бунар
737950,Винорача
737968,Вољавче
737976,Врановац
737984,Врба
737992,Главинци
738000,Глоговац
738018,Горње Штипље
738026,Горњи Рачник
738034,Деоница
738042,Добра Вода
738069,Доње Штипље
738077,Доњи Рачник
738085,Драгоцвет
738093,Драгошевац
738107,Дражмировац
738115,Дубока
738123,Ивковачки Прњавор
738131,Јошанички Прњавор
738140,Каленовац
738158,Ковачевац
738166,Коларе
738174,Кончарево
738182,Кочино Село
738204,Ловци
738212,Лозовик
738239,Лукар
738247,Мајур
738255,Мали Поповић
738263,Медојевац
738271,Међуреч
738280,Милошево
738298,Мишевић
738301,Ново Ланиште
738310,Рајкинац
738328,Ракитово
738336,Рибаре
738344,Рибник
738352,Јагодина
738379,Сиоковац
738387,Слатина
738395,Старо Ланиште
738409,Старо Село
738417,Стрижило
738425,Топола
738433,Трнава
738441,Црнче
738450,Шантаровац
738468,Шуљковац
738476,Бобово
738484,Бресје
738492,Војска
738506,Врлане
738514,Гложане
738522,Грабовац
738549,Дубље
738557,Дубница
738565,Ђуринац
738573,Купиновац
738581,Кушиљево
738590,Луковица
738603,Мачевац
738611,Проштинац
738620,Радошин
738638,Роанда
738646,Роћевац
738654,Свилајнац
738662,Седларе
738689,Суботица
738697,Тропоње
738719,Црквенац
738727,Белоиње
738735,Бурдимо
738743,Бучум
738751,Варош
738760,Влахово
738778,Галибабинац
738786,Гојмановац
738794,Грбавче
738808,Гулијан
738816,Гушевац
738824,Давидовац
738832,Драјинац
738859,Ђуринац
738867,Жељево
738875,Извор
738883,Копајкошара
738891,Лабуково
738905,Лалинац
738913,Лозан
738921,Луково
738930,Манојлица
738948,Мерџелат
738956,Мечји До
738964,Нишевац
738972,Околиште
738999,Округлица
739006,Палилула
739014,Периш
739022,Пирковац
739049,Плужина
739057,Попшица
739065,Преконога
739073,Радмировац
739081,Рибаре
739090,Сврљиг
739103,Сливје
739111,Тијовац
739120,Црнољевица
739138,Шљивовик
739146,Аливеровиће
739154,Багачиће
739162,Баре
739189,Бачија
739197,Биоц
739219,Блато
739227,Богути
739235,Божов Поток
739243,Бољаре
739251,Боришиће
739260,Боровиће
739278,Бреза
739286,Брњица
739294,Буђево
739308,Вапа
739316,Весковиће
739324,Височка
739332,Вишњева
739359,Вишњице
739367,Врапци
739375,Врбница
739383,Врсјенице
739391,Голубан
739405,Горње Лопиже
739413,Гошево
739421,Грабовица
739430,Градац
739448,Гргаје
739456,Долиће
739464,Доње Горачиће
739472,Доње Лопиже
739499,Драгојловиће
739502,Дражевиће
739529,Дружиниће
739537,Дубница
739545,Дуга Пољана
739553,Дујке
739561,Дунишиће
739570,Жабрен
739588,Житниће
739596,Забрђе
739600,Зајечиће
739618,Захумско
739626,Јевик
739634,Језеро
739642,Калипоље
739669,Камешница
739677,Кањевина
739685,Карајукића Бунари
739693,Кијевци
739707,Кладница
739715,Кнежевац
739723,Козник
739731,Кокошиће
739740,Крајиновиће
739758,Криваја
739766,Крња Јела
739774,Крстац
739782,Крће
739804,Лијева Река
739812,Љутаје
739839,Машовиће
739847,Медаре
739855,Међугор
739863,Милићи
739871,Папиће
739880,Петрово Поље
739898,Плана
739901,Пода
739910,Понорац
739928,Праља
739936,Раждагиња
739944,Расно
739952,Распоганче
739979,Растеновиће
739987,Рашковиће
739995,Сјеница
740004,Скрадник
740012,Страјиниће
740039,Ступ
740047,Сугубине
740055,Сушица
740063,Трешњевица
740071,Тријебине
740080,Тузиње
740098,Тутиће
740101,Увац
740110,Угао
740128,Урсуле
740136,Ушак
740144,Фијуљ
740152,Царичина
740179,Цетановиће
740187,Црвско
740195,Црчево
740209,Чедово
740217,Чипаље
740225,Читлук
740233,Шаре
740241,Штаваљ
740250,Шушуре
740268,Бадљевица
740276,Биновац
740284,Водањ
740292,Враново
740306,Врбовац
740314,Вучак
740322,Добри До
740349,Друговац
740357,Колари
740365,Ландол
740373,Липе
740381,Лугавчина
740390,Луњевац
740403,Мала Крсна
740411,Мало Орашје
740420,Михајловац
740438,Осипаоница
740446,Петријево
740454,Радинац
740462,Раља
740489,Сараорци
740497,Сеоне
740519,Скобаљ
740527,Смедерево
740535,Суводол
740543,Удовице
740551,Шалинац
740560,Азања
740578,Баничина
740586,Бачинац
740594,Башин
740608,Влашки До
740616,Водице
740624,Глибовац
740632,Голобок
740659,Грчац
740667,Кусадак
740675,Мала Плана
740683,Мраморац
740691,Придворице
740705,Ратари
740713,Селевац
740721,Смедеревска Паланка
740730,Стојачак
740748,Церовац
740756,Бели Поток
740764,Блендија
740772,Богдинац
740799,Врбовац
740802,Врмџа
740829,Дуго Поље
740837,Жучковац
740845,Језеро
740853,Јошаница
740861,Левовик
740870,Милушинац
740888,Мужинац
740896,Николинац
740900,Ново Село
740918,Поружница
740926,Раденковац
740934,Ресник
740942,Рујевица
740969,Сесалац
740977,Сокобања
740985,Трговиште
740993,Трубаревац
741019,Церовица
741027,Читлук
741035,Шарбановац
741043,Алакинце
741051,Бацијевце
741060,Биновце
741078,Битврђа
741086,Божица
741094,Власина Округлица
741108,Власина Рид
741116,Власина Стојковићева
741124,Вучаделце
741132,Горње Романовце
741159,Грознатовци
741167,Дањино Село
741175,Дикава
741183,Доње Романовце
741191,Драјинци
741205,Дуги Дел
741213,Дугојница
741221,Загужање
741230,Јелашница
741248,Калабовце
741256,Кијевац
741264,Клисура
741272,Колуница
741299,Кострошевци
741302,Лескова Бара
741329,Масурица
741337,Мачкатица
741345,Ново Село
741353,Паља
741361,Рђавица
741370,Стајковце
741388,Стрезимировци
741396,Сувојница
741400,Сурдулица
741418,Сухи Дол
741426,Топли До
741434,Топли Дол
741442,Троскач
741469,Ћурковица
746665,Бело Поље
746673,Горња Козница
741477,Биоска
741485,Бјелотићи
741493,Буар
741507,Витаси
741515,Волујац
741523,Врутци
741531,Горјани
741540,Гостиница
741558,Губин До
741566,Добродо
741574,Дрежник
741582,Дријетањ
741604,Дубоко
741612,Збојштица
741639,Злакуса
741647,Каменица
741655,Каран
741663,Качер
741671,Кесеровина
741680,Котроман
741698,Крвавци
741701,Кремна
741710,Кршање
741728,Лелићи
741736,Љубање
741744,Мокра Гора
741752,Никојевићи
741779,Пањак
741787,Пеар
741795,Пониковица
741809,Поточање
741817,Потпеће
741825,Равни
741833,Радуша
741841,Рибашевина
741850,Севојно
741868,Скржути
741876,Стапари
741884,Стрмац
741892,Ужице
741906,Трнава
741914,Белосавци
741922,Блазнава
741949,Божурња
741957,Винча
741965,Војковци
741973,Горња Трнава
741981,Горња Шаторња
741990,Горович
742007,Гуришевци
742015,Доња Трешњевица
742023,Доња Трнава
742031,Доња Шаторња
742040,Жабаре
742058,Загорица
742066,Јарменовци
742074,Јеленац
742082,Јунковац
742104,Клока
742112,Крћевац
742139,Липовац
742147,Манојловци
742155,Маскар
742163,Наталинци
742171,Овсиште
742180,Павловац
742198,Пласковац
742201,Рајковац
742210,Светлић
742228,Топола (варошица)
742236,Топола (село)
742244,Шуме
742252,Бабина Пољана
742279,Барбаце
742287,Владовце
742295,Голочевац
742309,Горновац
742317,Горња Трница
742325,Горњи Козји Дол
742333,Горњи Стајевац
742341,Дејанце
742350,Доња Трница
742368,Доњи Козји Дол
742376,Доњи Стајевац
742384,Думбија
742392,Ђерекарце
742406,Зладовце
742414,Калово
742422,Лесница
742449,Мала Река
742457,Марганце
742465,Мездраја
742473,Нови Глог
742481,Ново Село
742490,Петровац
742503,Пролесје
742511,Радовница
742520,Рајчевце
742538,Сурлица
742546,Трговиште
742554,Црвени Град
742562,Црна Река
742589,Црновце
742597,Шајинце
742619,Шапранце
742627,Широка Планина
742635,Шумата Трница
742643,Богдање
742651,Божуревац
742660,Брезовица
742678,Бресно Поље
742686,Бучје
742694,Велика Дренова
742708,Велуће
742716,Голубовац
742724,Горња Омашница
742732,Горња Црнишава
742759,Горњи Дубич
742767,Горњи Рибник
742775,Грабовац
742783,Доња Омашница
742791,Доња Црнишава
742805,Доњи Дубич
742813,Доњи Рибник
742821,Дубље
742830,Јасиковица
742848,Камењача
742856,Левићи
742864,Лободер
742872,Лозна
742899,Лопаш
742902,Мала Дренова
742929,Мала Сугубина
742937,Медвеђа
742945,Мијајловац
742953,Милутовац
742961,Округлица
742970,Осаоница
742988,Оџаци
742996,Пајсак
743003,Планиница
743011,Пољна
743020,Попина
743038,Почековина
743046,Прњавор
743054,Рајинац
743062,Риђевштица
743089,Риљац
743097,Рујишник
743119,Селиште
743127,Стари Трстеник
743135,Стопања
743143,Страгари
743151,Стублица
743160,Тоболац
743178,Трстеник
743186,Угљарево
743194,Чаири
743208,Араповиће
743216,Баљен
743224,Батраге
743232,Баћица
743259,Биохане
743267,Блаца
743275,Бовањ
743283,Бороштица
743291,Браћак
743305,Брегови
743313,Брнишево
743321,Бујковиће
743330,Веље Поље
743348,Весениће
743356,Врапче
743364,Врба
743372,Глоговик
743399,Глухавица
743402,Гнила
743429,Годово
743437,Горњи Црниш
743445,Градац
743453,Гујиће
743461,Гурдијеље
743470,Гуцевиће
743488,Девреч
743496,Делимеђе
743500,Детане
743518,Добри Дуб
743526,Добриње
743534,Долово
743542,Драга
743569,Дубово
743577,Дулебе
743585,Ђерекаре
743593,Ервенице
743607,Жирче
743615,Жупа
743623,Жуче
743631,Западни Мојстир
743640,Изрок
743658,Источни Мојстир
743666,Јабланица
743674,Јаребице
743682,Језгровиће
743704,Јелиће
743712,Јужни Кочарник
743739,Ковачи
743747,Кониче
743755,Лескова
743763,Липица
743771,Лукавица
743780,Мелаје
743798,Митрова
743801,Морани
743810,Набоје
743828,Надумце
743836,Намга
743844,Ноћаје
743852,Ораше
743879,Орље
743887,Островица
743895,Паљево
743909,Пископовце
743917,Пленибабе
743925,Покрвеник
743933,Попе
743941,Попиће
743950,Потреб
743968,Пружањ
743976,Радуховце
743984,Радуша
743992,Рамошево
744000,Режевиће
744018,Рибариће
744026,Рудница
744034,Руђа
744042,Саш
744069,Северни Кочарник
744077,Смолућа
744085,Старчевиће
744093,Струмце
744107,Суви До
744115,Точилово
744123,Тутин
744131,Ћулије
744140,Црквине
744158,Чаровина
744166,Чмањке
744174,Чукоте
744182,Шароње
744204,Шипче
744212,Шпиљани
744239,Браљина
744247,Град Сталаћ
744255,Лучина
744263,Мојсиње
744271,Мрзеница
744280,Плочник
744298,Појате
744301,Сталаћ
744310,Трубарево
744328,Ћићевац
744336,Батинац
744344,Бигреница
744352,Вирине
744379,Влашка
744387,Дворица
744395,Иванковац
744409,Исаково
744417,Јовац
744425,Кованица
744433,Крушар
744441,Мијатовац
744450,Остриковац
744468,Паљане
744476,Сење
744484,Супска
744492,Ћуприја
744506,Бањани
744514,Богдановица
744522,Бргуле
744549,Брезовица
744557,Врело
744565,Врховине
744573,Вукона
744581,Гвозденовић
744590,Гуњевац
744603,Докмир
744611,Звиздар
744620,Јошева
744638,Каленић
744646,Калиновац
744654,Кожуар
744662,Кршна Глава
744689,Лисо Поље
744697,Лончаник
744719,Милорци
744727,Мургаш
744735,Новаци
744743,Паљуви
744751,Памбуковица
744760,Радљево
744778,Радуша
744786,Руклада
744794,Слатина
744808,Совљак
744816,Стубленица
744824,Таково
744832,Тврдојевац
744859,Трлић
744867,Трњаци
744875,Тулари
744883,Уб
744891,Црвена Јабука
744905,Чучуге
744913,Шарбане
744921,Бајинци
744930,Банковци
744948,Бистрица
744956,Брод
744964,Вус
744972,Горње Гаре
744999,Градска
745006,Дарковце
745014,Добро Поље
745022,Јабуковик
745049,Кална
745057,Криви Дел
745065,Крстићево
745073,Млачиште
745081,Острозуб
745090,Павличина
745103,Преслап
745111,Рајчетине
745120,Рупље
745138,Састав Река
745146,Црна Трава
746681,Јовановце
746690,Златанце
746703,Обрадовце
746711,Чука
745154,Алин Поток
745162,Бранешци
745189,Голово
745197,Гостиље
745219,Доброселица
745227,Дренова
745235,Жељине
745243,Јабланица
745251,Крива Река
745260,Љубиш
745278,Мачкат
745286,Мушвете
745294,Златибор
745308,Раковица
745316,Рожанство
745324,Рудине
745332,Саиновина
745359,Семегњево
745367,Сирогојно
745375,Стубло
745383,Трипкова
745391,Трнава
745405,Чајетина
745413,Шљивовица
745421,Атеница
745430,Балуга (Љубићска)
745448,Балуга (Трнавска)
745456,Бањица
745472,Бечањ
745499,Брезовица
745502,Бресница
745529,Вапа
745537,Видова
745545,Виљуша
745553,Вранићи
745561,Врнчани
745570,Вујетинци
745588,Горичани
745596,Горња Горевница
745600,Горња Трепча
745618,Доња Горевница
745626,Доња Трепча
745634,Жаочани
745642,Заблаће
745669,Јанчићи
745677,Јежевица
745685,Јездина
745693,Катрга
745707,Качулице
745715,Коњевићи
745723,Кукићи
745731,Кулиновци
745740,Липница
745758,Лозница
745766,Љубић
745774,Међувршје
745782,Милићевци
745804,Миоковци
745812,Мојсиње
745839,Мрчајевци
745847,Мршинци
745855,Овчар Бања
745863,Остра
745871,Паковраће
745880,Парменац
745898,Петница
745901,Прељина
745910,Премећа
745928,Придворица
745936,Пријевор
745944,Прислоница
745952,Рајац
745979,Ракова
745987,Риђаге
745995,Рошци
746002,Слатина
746029,Соколићи
746037,Станчићи
746045,Трбушани
746053,Трнава
746061,Чачак
746754,Бељина
746070,Бела Река
746088,Богосавац
746096,Бојић
746100,Букор
746118,Варна
746126,Волујац
746134,Горња Врањска
746142,Грушић
746169,Двориште
746177,Десић
746185,Добрић
746193,Дреновац
746207,Дуваниште
746215,Жабар
746223,Заблаће
746231,Змињак
746240,Јевремовац
746258,Јеленча
746266,Корман
746274,Криваја
746282,Липолист
746304,Мајур
746312,Мала Врањска
746339,Маови
746347,Мачвански Причиновић
746355,Метлић
746363,Милошевац
746371,Миокус
746380,Мишар
746398,Мрђеновац
746401,Накучани
746410,Орашац
746428,Орид
746436,Петковица
746444,Петловача
746452,Поцерски Метковић
746479,Поцерски Причиновић
746487,Предворица
746495,Прњавор
746509,Радовашница
746517,Рибари
746525,Румска
746533,Синошевић
746541,Скрађани
746550,Слатина
746568,Слепчевић
746576,Табановић
746584,Церовац
746592,Цуљковић
746606,Шабац
746614,Шеварице
746622,Штитар
702927,Лапово (варошица)
702935,Лапово (село)
728896,Банцарево
729035,Горња Студена
729108,Доња Студена
729191,Јелашница
729221,Коритњак
729248,Куновица
729256,Лазарево Село
729302,Манастир
729353,Никола Тесла
729370,Нишка Бања
729400,Островица
729477,Прва Кутина
729485,Просек
729493,Равни До
729507,Радикина Бара
729515,Раутово
729540,Сићево
729647,Чукљеник
703834,Бечмен
703842,Бољевци
703869,Добановци
703877,Јаково
703885,Петровчић
703893,Прогар
703907,Сурчин
728926,Бреница
728977,Врело
729027,Горња Врежина
729086,Горњи Матејевац
729094,Доња Врежина
729175,Доњи Матејевац
729183,Јасеновик
729205,Каменица
729213,Кнез Село
729299,Малча
729396,Ореовац
729442,Пасјача
729604,Церје
792012,Ниш (Пантелеј)
728918,Берчинац
728969,Веле Поље
728985,Вртиште
729043,Горња Топоница
729051,Горња Трнава
729078,Горњи Комрен
729116,Доња Топоница
729124,Доња Трнава
729167,Доњи Комрен
729230,Кравље
729272,Лесковик
729329,Медошевац
729337,Мезграја
729345,Миљковац
729418,Палиграце
729426,Паљина
729469,Поповац
729523,Рујник
729531,Сечаница
729566,Суповац
729574,Трупале
729582,Хум
729612,Чамурлија
792039,Ниш (Црвени Крст)
727962,Крушце
728004,Мрамор
728012,Мраморски Поток
728900,Бербатово
728942,Бубањ
728993,Вукманово
729019,Габровац
729060,Горње Међурово
729132,Доње Власе
729159,Доње Међурово
729264,Лалинац
729388,Девети мај
729434,Паси Пољана
729558,Суви До
729639,Чокот
792055,Ниш (Палилула)
728934,Брзи Брод
792047,Ниш (Медиана)
800015,Ада
800023,Мол
800031,Оборњача
800040,Стеријино
800058,Утрине
800066,Алибунар
800074,Банатски Карловац
800082,Владимировац
800104,Добрица
800112,Иланџа
800139,Јаношик
800147,Локве
800155,Николинци
800163,Нови Козјак
800171,Селеуш
800180,Апатин
800198,Купусина
800201,Пригревица
800210,Свилојево
800228,Сонта
800236,Бач
800244,Бачко Ново Село
800252,Бођани
800279,Вајска
800287,Плавна
800295,Селенча
800309,Бачка Паланка
800317,Визић
800325,Гајдобра
800333,Деспотово
800341,Карађорђево
800350,Младеново
800368,Нештин
800376,Нова Гајдобра
800384,Обровац
800392,Параге
800406,Пивнице
800414,Силбаш
800422,Товаришево
800449,Челарево
800457,Багремово
800465,Бајша
800473,Бачка Топола
800481,Бачки Соколац
800490,Богараш
800503,Горња Рогатица
800511,Гунарош
800520,Зобнатица
800538,Кавило
800546,Карађорђево
800554,Криваја
800562,Мали Београд
800589,Мићуново
800597,Ново Орахово
800619,Његошево
800627,Орешковић
800635,Панонија
800643,Пачир
800651,Победа
800660,Светићево
800678,Средњи Салаш
800686,Стара Моравица
805122,Оборњача
800694,Бачки Петровац
800708,Гложан
800716,Кулпин
800724,Маглић
800732,Банатска Паланка
800759,Банатска Суботица
800767,Бела Црква
800775,Врачев Гај
800783,Гребенац
800791,Добричево
800805,Дупљаја
800813,Јасеново
800821,Кајтасово
800830,Калуђерово
800848,Крушчица
800856,Кусић
800864,Црвена Црква
800872,Чешко Село
800899,Баноштор
800902,Беочин
800929,Грабово
800937,Луг
800945,Раковац
800953,Свилош
800961,Сусек
800970,Черевић
800988,Бачко Градиште
800996,Бачко Петрово Село
801003,Бечеј
801011,Милешево
801020,Радичевић
801038,Ватин
801046,Велико Средиште
801054,Влајковац
801062,Војводинци
801089,Вршац
801097,Вршачки Ритови
801119,Гудурица
801127,Загајица
801135,Избиште
801143,Јабланка
801151,Куштиљ
801160,Мали Жам
801178,Мало Средиште
801186,Марковац
801194,Месић
801208,Орешац
801216,Павлиш
801224,Парта
801232,Потпорањ
801259,Ритишево
801267,Сочица
801275,Стража
801283,Уљма
801291,Шушара
801305,Госпођинци
801313,Ђурђево
801321,Жабаљ
801330,Чуруг
801348,Банатски Двор
801356,Банатско Вишњићево
801364,Банатско Карађорђево
801372,Торак
801399,Житиште
801402,Међа
801429,Нови Итебеј
801437,Равни Тополовац
801445,Српски Итебеј
801453,Торда
801461,Хетин
801470,Честерег
801488,Арадац
801496,Банатски Деспотовац
801500,Бело Блато
801518,Ботош
801526,Елемир
801534,Ечка
801542,Зрењанин
801569,Јанков Мост
801577,Клек
801585,Книћанин
801593,Лазарево
801607,Лукино Село
801615,Лукићево
801623,Меленци
801631,Михајлово
801640,Орловат
801658,Перлез
801666,Стајићево
801674,Тараш
801682,Томашевац
801704,Фаркаждин
801712,Чента
801739,Бешка
801747,Инђија
801755,Јарковци
801763,Крчедин
801771,Љуково
801780,Марадик
801798,Нови Карловци
801801,Нови Сланкамен
801810,Сланкаменачки Виногради
801828,Стари Сланкамен
801836,Чортановци
801844,Велика Ремета
801852,Врдник
801879,Гргетек
801887,Добродол
801895,Ириг
801909,Јазак
801917,Крушедол Прњавор
801925,Крушедол Село
801933,Мала Ремета
801941,Нерадин
801950,Ривица
801968,Шатринци
801976,Адорјан
801984,Велебит
801992,Долине
802000,Зимонић
802018,Кањижа
802026,Мале Пијаце
802034,Мали Песак
802042,Мартонош
802069,Ново Село
802077,Ором
802085,Тотово Село
802093,Трешњевац
802107,Хоргош
802115,Банатска Топола
802123,Банатско Велико Село
802131,Башаид
802140,Иђош
802158,Кикинда
802166,Мокрин
802174,Наково
802182,Нови Козарци
802204,Руско Село
802212,Сајан
802239,Дебељача
802247,Идвор
802255,Ковачица
802263,Падина
802271,Путниково
802280,Самош
802298,Уздин
802301,Црепаја
802310,Баваниште
802328,Гај
802336,Делиблато
802344,Дубовац
802352,Ковин
802379,Мало Баваниште
802387,Мраморак
802395,Плочица
802409,Скореновац
802417,Шумарак
802425,Крушчић
802433,Кула
802441,Липар
802450,Нова Црвенка
802468,Руски Крстур
802476,Сивац
802484,Црвенка
802492,Ловћенац
802506,Мали Иђош
802514,Фекетић
802522,Александрово
802549,Војвода Степа
802557,Нова Црња
802565,Радојево
802573,Српска Црња
802581,Тоба
802590,Бочар
802603,Кумане
802611,Нови Бечеј
802620,Ново Милошево
802638,Банатско Аранђелово
802646,Ђала
802654,Српски Крстур
802662,Мајдан
802689,Нови Кнежевац
802697,Подлокањ
802719,Рабе
802727,Сигет
802735,Филић
802743,Бегеч
802751,Будисава
802760,Буковац
802778,Ветерник
802786,Каћ
802794,Кисач
802808,Ковиљ
802816,Лединци
802824,Нови Сад
802832,Петроварадин
802859,Руменка
802867,Сремска Каменица
802875,Степановићево
802883,Футог
802891,Ченеј
805149,Стари Лединци
802905,Баранда
802913,Опово
802921,Сакуле
802930,Сефкерин
802948,Бачки Брестовац
802956,Бачки Грачац
802964,Богојево
802972,Дероње
802999,Каравуково
803006,Лалић
803014,Оџаци
803022,Ратково
803049,Српски Милетић
803057,Банатски Брестовац
803065,Банатско Ново Село
803073,Глогоњ
803081,Долово
803090,Иваново
803103,Јабука
803111,Качарево
803120,Омољица
803138,Панчево
803146,Старчево
803154,Ашања
803162,Брестач
803189,Деч
803197,Доњи Товарник
803219,Карловчић
803227,Купиново
803235,Обреж
803243,Огар
803251,Пећинци
803260,Попинци
803278,Прхово
803286,Сибач
803294,Сремски Михаљевци
803308,Суботиште
803316,Шимановци
803324,Банатски Соколац
803332,Барице
803359,Велика Греда
803367,Велики Гај
803375,Дужине
803383,Јерменовци
803391,Купиник
803405,Лаудоновац
803413,Маргита
803421,Марковићево
803430,Милетићево
803448,Пландиште
803456,Стари Лец
803464,Хајдучица
803472,Буђановци
803499,Витојевци
803502,Вогањ
803529,Грабовци
803537,Добринци
803545,Доњи Петровци
803553,Жарковац
803561,Кленак
803570,Краљевци
803588,Мали Радинци
803596,Никинци
803600,Павловци
803618,Платичево
803626,Путинци
803634,Рума
803642,Стејановци
803669,Хртковци
803677,Богараш
803685,Горњи Брег
803693,Кеви
803707,Сента
803715,Торњош
803723,Банатска Дубица
803731,Бока
803740,Бусење
803758,Јарковац
803766,Јаша Томић
803774,Конак
803782,Крајишник
803804,Неузина
803812,Сечањ
803839,Сутјеска
803847,Шурјан
803855,Алекса Шантић
803863,Бачки Брег
803871,Бачки Моноштор
803880,Бездан
803898,Гаково
803901,Дорослово
803910,Кљајићево
803928,Колут
803936,Растина
803944,Риђица
803952,Светозар Милетић
803979,Сомбор
803987,Станишић
803995,Стапар
804002,Телечка
804029,Чонопља
804037,Надаљ
804045,Србобран
804053,Турија
804061,Бешеновачки Прњавор
804070,Бешеново
804088,Босут
804096,Велики Радинци
804100,Гргуревци
804118,Дивош
804126,Засавица И
804134,Засавица ИИ
804142,Јарак
804169,Кузмин
804177,Лаћарак
804185,Лежимир
804193,Манђелос
804207,Мартинци
804215,Мачванска Митровица
804223,Ноћај
804231,Равње
804240,Раденковић
